#===============================================================
# Copyright (C) 2016, MILES team
# Email: miles@iac.es
#
# This spectrum has been produced using the Webtool facilities 
# of the MILES website (http://miles.iac.es) hosted at the  
# Instituto de Astrofisica de Canarias using the population
# synthesis code "MILES" (MIL EStrellas). See Vazdekis (1999),
# Vazdekis et al. (2003, 2010, 2015, 2016) for details on the code 
# implementation.
#
#                   --------------------
#
# If you have found this website and its products useful
# for your research, please refer to the data as obtained 
# "from the MILES website", while we suggest to add to your 
# acknowledgements:
#
#     "This research is/was (partially) based on data 
#                 from the MILES project."
#
# We would appreciate receiving a preprint for our records.
#
#                   --------------------
#
# This spectrum is provided as is without any warranty whatsoever.
# Permission to use, for non-commercial purposes is granted.
# Permission to modify for personal or internal use is granted,
# provided this copyright and disclaimer are included unchanged
# at the beginning of the file. All other rights are reserved.
#===============================================================
#
# WEBTOOL: Tune SSP Models
#
# MODEL INGREDIENTS --------------------------------------------
#
# Models Library:      MILES
# IMF, Slope:          ku, Array 
# Age (Gyr):           05.0119
# [M/H]:               +0.00
# [alpha/Fe]:          baseFe
# Isochrone:           Padova+00
# Version:             11.0
#
# SPECTRUM INFORMATION -----------------------------------------
#
# Starting Wavelength: 3540.5  (Angstroms)
# Final Wavelength:    7409.6 (Angstroms)
# Spectral sampling:   0.9 (Angstroms/pixel)
# Type of sampling:    linear
# Spectral resolution: 122. (km/s) Sigma
# Redshift (z):        0.0
#
#===============================================================
   3540.50000       9.16049521E-06
   3541.39990       1.22638867E-05
   3542.30005       1.38574696E-05
   3543.19995       1.45245394E-05
   3544.10010       1.48505924E-05
   3545.00000       1.49946736E-05
   3545.89990       1.49775815E-05
   3546.80005       1.48749623E-05
   3547.69995       1.48068302E-05
   3548.60010       1.48295248E-05
   3549.50000       1.48628187E-05
   3550.39990       1.47608462E-05
   3551.30005       1.44547603E-05
   3552.19995       1.40187612E-05
   3553.10010       1.36283152E-05
   3554.00000       1.34511438E-05
   3554.89990       1.35165283E-05
   3555.80005       1.36787776E-05
   3556.69995       1.37483321E-05
   3557.60010       1.36715953E-05
   3558.50000       1.35662858E-05
   3559.39990       1.35959071E-05
   3560.30005       1.38242513E-05
   3561.19995       1.41408855E-05
   3562.10010       1.42691206E-05
   3563.00000       1.39074336E-05
   3563.89990       1.30035032E-05
   3564.80005       1.18986090E-05
   3565.69995       1.10772171E-05
   3566.60010       1.07186906E-05
   3567.50000       1.05813451E-05
   3568.39990       1.03577004E-05
   3569.30005       1.00516254E-05
   3570.19995       9.93955291E-06
   3571.10010       1.02274298E-05
   3572.00000       1.08281129E-05
   3572.89990       1.14717604E-05
   3573.80005       1.19660453E-05
   3574.69995       1.22865249E-05
   3575.60010       1.24440730E-05
   3576.50000       1.23637292E-05
   3577.39990       1.19434435E-05
   3578.30005       1.11765767E-05
   3579.19995       1.01925652E-05
