#===============================================================
# Copyright (C) 2016, MILES team
# Email: miles@iac.es
#
# This spectrum has been produced using the Webtool facilities 
# of the MILES website (http://miles.iac.es) hosted at the  
# Instituto de Astrofisica de Canarias using the population
# synthesis code "MILES" (MIL EStrellas). See Vazdekis (1999),
# Vazdekis et al. (2003, 2010, 2015, 2016) for details on the code 
# implementation.
#
#                   --------------------
#
# If you have found this website and its products useful
# for your research, please refer to the data as obtained 
# "from the MILES website", while we suggest to add to your 
# acknowledgements:
#
#     "This research is/was (partially) based on data 
#                 from the MILES project."
#
# We would appreciate receiving a preprint for our records.
#
#                   --------------------
#
# This spectrum is provided as is without any warranty whatsoever.
# Permission to use, for non-commercial purposes is granted.
# Permission to modify for personal or internal use is granted,
# provided this copyright and disclaimer are included unchanged
# at the beginning of the file. All other rights are reserved.
#===============================================================
#
# WEBTOOL: Tune SSP Models
#
# MODEL INGREDIENTS --------------------------------------------
#
# Models Library:      MILES
# IMF, Slope:          ku, Array 
# Age (Gyr):           08.9125
# [M/H]:               +0.00
# [alpha/Fe]:          baseFe
# Isochrone:           Padova+00
# Version:             11.0
#
# SPECTRUM INFORMATION -----------------------------------------
#
# Starting Wavelength: 3540.5  (Angstroms)
# Final Wavelength:    7409.6 (Angstroms)
# Spectral sampling:   0.9 (Angstroms/pixel)
# Type of sampling:    linear
# Spectral resolution: 122. (km/s) Sigma
# Redshift (z):        0.0
#
#===============================================================
   3540.50000       4.87356283E-06
   3541.39990       6.50744687E-06
   3542.30005       7.34477590E-06
   3543.19995       7.71352370E-06
   3544.10010       7.91983348E-06
   3545.00000       8.02485192E-06
   3545.89990       8.02092836E-06
   3546.80005       7.94731386E-06
   3547.69995       7.88173838E-06
   3548.60010       7.87067438E-06
   3549.50000       7.87783119E-06
   3550.39990       7.81954532E-06
   3551.30005       7.64840752E-06
   3552.19995       7.39529060E-06
   3553.10010       7.15286205E-06
   3554.00000       7.02249690E-06
   3554.89990       7.03601063E-06
   3555.80005       7.11739995E-06
   3556.69995       7.15080432E-06
   3557.60010       7.09749884E-06
   3558.50000       7.02893476E-06
   3559.39990       7.04730974E-06
   3560.30005       7.18898127E-06
   3561.19995       7.38484914E-06
   3562.10010       7.47573358E-06
   3563.00000       7.28846726E-06
   3563.89990       6.78006381E-06
   3564.80005       6.12875965E-06
   3565.69995       5.61601883E-06
   3566.60010       5.37344295E-06
   3567.50000       5.28574674E-06
   3568.39990       5.16821501E-06
   3569.30005       4.99841599E-06
   3570.19995       4.92973959E-06
   3571.10010       5.10152449E-06
   3572.00000       5.48191792E-06
   3572.89990       5.90588934E-06
   3573.80005       6.23425240E-06
   3574.69995       6.43227440E-06
   3575.60010       6.50152288E-06
   3576.50000       6.40091594E-06
   3577.39990       6.07992479E-06
   3578.30005       5.55759516E-06
   3579.19995       4.93835432E-06
   3580.10010       4.38086909E-06
   3581.00000       4.05375840E-06
   3581.89990       4.02510113E-06
   3582.80005       4.16485454E-06
   3583.69995       4.24233986E-06
   3584.60010       4.16305602E-06
   3585.50000       4.05199944E-06
   3586.39990       4.09465929E-06
   3587.30005       4.36714572E-06
   3588.19995       4.84104430E-06
   3589.10010       5.46927549E-06
   3590.00000       6.17384603E-06
   3590.89990       6.78289462E-06
   3591.80005       7.11303846E-06
   3592.69995       7.17496005E-06
   3593.60010       7.20891649E-06
   3594.50000       7.44665522E-06
   3595.39990       7.88511898E-06
   3596.30005       8.33479316E-06
   3597.19995       8.64782760E-06
   3598.10010       8.83798020E-06
   3599.00000       8.96355232E-06
   3599.89990       8.95977064E-06
   3600.80005       8.67678409E-06
   3601.69995       8.08897767E-06
   3602.60010       7.37526216E-06
   3603.50000       6.76570016E-06
   3604.39990       6.37569201E-06
   3605.30005       6.18331069E-06
   3606.19995       6.06322419E-06
   3607.10010       5.86119222E-06
   3608.00000       5.55615770E-06
   3608.89990       5.33930506E-06
   3609.80005       5.43054557E-06
   3610.69995       5.82224584E-06
   3611.60010       6.29062106E-06
   3612.50000       6.65707103E-06
   3613.39990       6.94162190E-06
   3614.30005       7.20663547E-06
   3615.19995       7.33838351E-06
   3616.10010       7.10527456E-06
   3617.00000       6.44762395E-06
   3617.89990       5.64722905E-06
   3618.80005       5.15848433E-06
   3619.69995       5.25595487E-06
   3620.60010       5.84767531E-06
   3621.50000       6.60539808E-06
   3622.39990       7.24343045E-06
   3623.30005       7.70782208E-06
   3624.19995       8.14290706E-06
   3625.10010       8.66403843E-06
   3626.00000       9.17749458E-06
   3626.89990       9.45254033E-06
   3627.80005       9.30392889E-06
   3628.69995       8.67485687E-06
   3629.60010       7.67039819E-06
   3630.50000       6.60434443E-06
   3631.39990       5.88166267E-06
   3632.30005       5.70361635E-06
   3633.19995       5.93735831E-06
   3634.10010       6.32541560E-06
   3635.00000       6.73210252E-06
   3635.89990       7.15625083E-06
   3636.80005       7.62065565E-06
   3637.69995       8.11035807E-06
   3638.60010       8.55720555E-06
   3639.50000       8.84977271E-06
   3640.39990       8.89418152E-06
   3641.30005       8.67876679E-06
   3642.19995       8.27737131E-06
